model;dt;re-plan after #timesteps;planning horizon;v_min [m/s];v_max [m/s];a_min [m/s^2];a_max [m/s^2];delta_min [radians];delta_max [radians];v_delta_min [radians/s];v_delta_max [radians/s];road name;road completion;objective value;avg solve time;max solve time;min solve time;url animation;url stats
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;49.76%;maximize_distance: 50.70;7.87ms;18.56ms;7.53ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;14.83%;maximize_distance: 47.85;3.69ms;7.95ms;2.83ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;9.16%;maximize_distance: 29.58;7.85ms;9.88ms;7.58ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;34.78%;maximize_distance: 21.22;5.06ms;6.57ms;3.73ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;6.14%;maximize_distance: 3.75;9.22ms;9.88ms;8.63ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;43.08%;maximize_distance: 24.00;3.03ms;4.05ms;2.39ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.46%;maximize_distance: 52.62;7.47ms;8.82ms;2.46ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;55.34%;maximize_distance: 27.01;3.07ms;4.16ms;2.53ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;24.75%;maximize_distance: 12.08;7.88ms;8.19ms;7.60ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;11.42%;maximize_distance: 21.67;4.34ms;5.63ms;3.60ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;26.90%;maximize_distance: 51.04;8.43ms;9.41ms;7.56ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.83%;maximize_distance: 172.49;3.09ms;5.19ms;0.96ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.87%;maximize_distance: 172.57;7.61ms;8.54ms;2.04ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;4.05%;maximize_distance: 9.54;3.69ms;4.53ms;3.03ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;7.77%;maximize_distance: 18.30;8.15ms;8.65ms;7.91ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;33.62%;maximize_distance: 34.25;2.69ms;3.45ms;1.69ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.77%;maximize_distance: 97.58;7.55ms;8.90ms;2.08ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;7.51%;maximize_distance: 24.23;2.55ms;3.37ms;1.70ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;16.73%;maximize_distance: 54.00;8.33ms;10.95ms;7.77ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;27.31%;maximize_distance: 16.66;4.96ms;5.73ms;4.35ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.77%;maximize_distance: 57.81;8.51ms;11.56ms;1.73ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;46.55%;maximize_distance: 25.93;2.99ms;4.07ms;2.44ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.19%;maximize_distance: 52.47;7.83ms;10.56ms;1.70ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;54.98%;maximize_distance: 26.83;3.27ms;6.18ms;2.52ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;47.08%;maximize_distance: 22.98;9.75ms;10.83ms;9.04ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;7.91%;maximize_distance: 15.00;4.15ms;4.97ms;3.54ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.85%;maximize_distance: 181.84;8.14ms;9.70ms;2.04ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.81%;maximize_distance: 172.46;3.00ms;4.48ms;1.10ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.79%;maximize_distance: 172.43;8.72ms;10.39ms;1.34ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;2.06%;maximize_distance: 4.85;3.56ms;3.88ms;3.19ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.86%;maximize_distance: 225.86;8.95ms;10.83ms;2.28ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;32.78%;maximize_distance: 33.39;2.62ms;3.73ms;1.70ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;2.45%;maximize_distance: 2.50;10.04ms;10.08ms;10.00ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;4.65%;maximize_distance: 15.00;2.69ms;3.14ms;2.43ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.92%;maximize_distance: 309.56;9.20ms;10.97ms;1.69ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;21.89%;maximize_distance: 13.35;5.20ms;6.03ms;4.46ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;53.76%;maximize_distance: 32.79;10.39ms;13.02ms;7.98ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;46.94%;maximize_distance: 26.15;3.08ms;3.69ms;2.32ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;93.92%;maximize_distance: 52.32;7.48ms;11.55ms;1.18ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;50.11%;maximize_distance: 24.45;3.21ms;4.75ms;2.43ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;58.04%;maximize_distance: 28.32;8.52ms;11.46ms;6.96ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;3.95%;maximize_distance: 7.50;3.90ms;4.22ms;3.48ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;10.5;15;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.86%;maximize_distance: 181.87;9.02ms;15.42ms;1.70ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.74%;maximize_distance: 172.34;2.91ms;5.22ms;0.95ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.78%;maximize_distance: 172.40;8.46ms;10.93ms;2.20ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;2.77%;maximize_distance: 6.52;3.76ms;4.50ms;3.21ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.81%;maximize_distance: 225.74;8.63ms;10.61ms;1.72ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;26.17%;maximize_distance: 26.67;2.93ms;3.91ms;2.53ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.47%;maximize_distance: 97.27;7.91ms;11.77ms;1.67ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.90%;maximize_distance: 309.51;8.95ms;13.15ms;1.47ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;13.33%;maximize_distance: 8.13;4.49ms;4.63ms;4.39ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;26.19%;maximize_distance: 15.98;11.39ms;12.26ms;9.89ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;43.25%;maximize_distance: 24.09;3.79ms;13.41ms;2.47ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;42.61%;maximize_distance: 23.74;8.70ms;9.92ms;7.60ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;44.52%;maximize_distance: 21.72;2.70ms;3.44ms;1.99ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;47.09%;maximize_distance: 22.98;7.94ms;8.55ms;6.90ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;0.88%;maximize_distance: 1.67;4.14ms;4.14ms;4.14ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;11.94%;maximize_distance: 22.66;10.47ms;11.20ms;9.68ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.93%;minimize_offset_from_reference_path: -4884.00;2.90ms;5.21ms;0.77ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.93%;minimize_offset_from_reference_path: -5049.93;6.90ms;11.30ms;2.62ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;45.39%;minimize_offset_from_reference_path: -1978.33;3.66ms;5.13ms;2.70ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
